index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,q_,z,Конус_Морзе,Исполнение,fi_,type_cutter_,mat_,type_of_cutting_part_,Группа,Тип_инструмента,Стандарт,D_1,f_доп._,D_доп.,P,l_номин._,d_,d_доп._,d_1_доп._,Направление,B,c_,c_доп._,h_,R,R_доп.,m_n0_,L_доп.,K,K_доп.,Точность,D_2,l_1_,f_откл._,g_,g_откл._,zxd_xD,z_0_,Серия,Точность_паза,m_0_,Подгруппа,h_доп._,m_,Метрический_хвостовик,b_,S,t_,d_0_,l_доп._,omega_,l_2_,r_,r_доп._,B_доп.,H,omega_u_,D_откл.,c_общего_назначения_,c_для_шпоночных_пазов_,Конус_метрический,alpha_
15123,2672-0562,,36.0,20,,4.0,32.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15124,2672-0563,,36.0,20,,4.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15125,2672-0564,,36.0,20,,4.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15126,2672-0565,,36.0,20,,4.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15127,2672-0566,,36.0,20,,4.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15128,2672-0567,,40.0,22,,5.0,32.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.0,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15129,2672-0568,,40.0,22,,5.0,32.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.0,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130,2672-0571,,40.0,22,,5.0,32.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.25,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15131,2672-0572,,40.0,22,,5.0,32.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.25,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15132,2672-0573,,40.0,22,,5.0,31.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15133,2672-0574,,40.0,22,,5.0,31.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15134,2672-0575,,40.0,22,,5.0,31.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15135,2672-0576,,40.0,22,,5.0,31.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15136,2672-0577,,40.0,22,,5.0,32.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15137,2672-0578,,40.0,22,,5.0,32.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15138,2672-0581,,40.0,22,,5.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15139,2672-0582,,40.0,22,,5.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15140,2672-0583,,40.0,22,,5.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,32.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15141,2672-0584,,40.0,22,,5.0,30.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,32.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15142,2672-0585,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.0,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15143,2672-0586,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.0,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15144,2672-0587,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.25,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15145,2672-0588,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.25,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15146,2672-0591,,40.0,22,,5.0,39.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15147,2672-0592,,40.0,22,,5.0,39.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15148,2672-0593,,40.0,22,,5.0,38.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15149,2672-0594,,40.0,22,,5.0,38.5,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15150,2672-0595,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15151,2672-0596,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15152,2672-0597,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15153,2672-0598,,40.0,22,,5.0,40.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15154,2672-0601,,40.0,22,,5.0,39.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,40.0,16.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15155,2672-0602,,40.0,22,,5.0,39.0,,,10.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,40.0,16.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15156,2672-0603,,50.0,32,,6.0,31.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15157,2672-0604,,50.0,32,,6.0,31.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15158,2672-0605,,50.0,32,,6.0,31.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15159,2672-0606,,50.0,32,,6.0,31.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15160,2672-0607,,50.0,32,,6.0,32.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15161,2672-0608,,50.0,32,,6.0,32.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15162,2672-0611,,50.0,32,,6.0,30.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15163,2672-0612,,50.0,32,,6.0,30.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15164,2672-0613,,50.0,32,,6.0,30.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15165,2672-0614,,50.0,32,,6.0,30.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15166,2672-0615,,50.0,32,,6.0,31.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15167,2672-0616,,50.0,32,,6.0,31.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15168,2672-0617,,50.0,32,,6.0,32.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,32.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15169,2672-0618,,50.0,32,,6.0,32.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,32.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15170,2672-0621,,50.0,32,,6.0,39.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15171,2672-0622,,50.0,32,,6.0,39.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15172,2672-0623,,50.0,32,,6.0,38.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15173,2672-0624,,50.0,32,,6.0,38.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15174,2672-0625,,50.0,32,,6.0,40.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15175,2672-0626,,50.0,32,,6.0,40.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15176,2672-0627,,50.0,32,,6.0,40.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15177,2672-0628,,50.0,32,,6.0,40.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15178,2672-0631,,50.0,32,,6.0,39.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15179,2672-0632,,50.0,32,,6.0,39.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15180,2672-0633,,50.0,32,,6.0,38.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15181,2672-0634,,50.0,32,,6.0,38.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15182,2672-0635,,50.0,32,,6.0,40.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,40.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15183,2672-0636,,50.0,32,,6.0,40.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,40.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15184,2672-0637,,50.0,32,,6.0,49.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15185,2672-0638,,50.0,32,,6.0,49.5,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15186,2672-0641,,50.0,32,,6.0,49.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15187,2672-0642,,50.0,32,,6.0,49.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15188,2672-0643,,50.0,32,,6.0,50.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15189,2672-0644,,50.0,32,,6.0,50.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15190,2672-0645,,50.0,32,,6.0,50.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15191,2672-0646,,50.0,32,,6.0,50.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15192,2672-0647,,50.0,32,,6.0,48.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15193,2672-0648,,50.0,32,,6.0,48.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15194,2672-0651,,50.0,32,,6.0,49.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15195,2672-0652,,50.0,32,,6.0,49.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15196,2672-0653,,50.0,32,,6.0,48.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,50.0,22.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197,2672-0654,,50.0,32,,6.0,48.0,,,12.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,50.0,22.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15198,2672-0655,,63.0,36,,6.0,39.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15199,2672-0656,,63.0,36,,6.0,39.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200,2672-0657,,63.0,36,,6.0,38.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15201,2672-0658,,63.0,36,,6.0,38.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.75,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15202,2672-0661,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15203,2672-0662,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.0,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15204,2672-0663,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15205,2672-0664,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,2.5,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15206,2672-0665,,63.0,36,,6.0,39.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15207,2672-0666,,63.0,36,,6.0,39.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.0,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15208,2672-0667,,63.0,36,,6.0,38.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15209,2672-0668,,63.0,36,,6.0,38.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,3.5,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15210,2672-0671,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15211,2672-0672,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.0,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15212,2672-0673,,63.0,36,,6.0,38.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.5,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15213,2672-0674,,63.0,36,,6.0,38.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,4.5,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15214,2672-0675,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,5.0,40.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15215,2672-0676,,63.0,36,,6.0,40.0,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,5.0,40.0,27.0,H7,js12,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15216,2672-0677,,63.0,36,,6.0,49.5,,,14.0,,3.0,90.0,Резьбовая,0.1,1.0,,Фреза,ГОСТ 1336-77,,,js16,1.5,50.0,27.0,H7,js12,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
