index,Обозначение,D,d_1_,d_2_,l_,L,z,Конус_Морзе,Исполнение,fi_,mat_,Группа,Тип_инструмента,Стандарт,D_1,d_,h_,l_1_,l_2_,r_,l_0_,Тип_развертки,fi_1_,gamma_,lambda_,Конусность_развертки,d_2_доп._
13782,2364-0312,34.0,,,38.0,321.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13783,2364-0313,34.0,,,38.0,321.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13784,2364-0314,35.0,,,38.0,296.0,6.0,3.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13785,2364-0315,35.0,,,38.0,296.0,6.0,3.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13786,2364-0316,35.0,,,38.0,296.0,6.0,3.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13787,2364-0317,35.0,,,38.0,321.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13788,2364-0318,35.0,,,38.0,321.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13789,2364-0319,35.0,,,38.0,321.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13790,2364-0321,36.0,,,42.0,325.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13791,2364-0322,36.0,,,42.0,325.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13792,2364-0323,36.0,,,42.0,325.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13793,2364-0324,37.0,,,42.0,325.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13794,2364-0325,37.0,,,42.0,325.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13795,2364-0326,37.0,,,42.0,325.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13796,2364-0327,38.0,,,42.0,329.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13797,2364-0328,38.0,,,42.0,329.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13798,2364-0329,38.0,,,42.0,329.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13799,2364-0331,40.0,,,42.0,329.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13800,2364-0332,40.0,,,42.0,329.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13801,2364-0333,40.0,,,42.0,329.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13802,2364-0334,42.0,,,42.0,333.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13803,2364-0335,42.0,,,42.0,333.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13804,2364-0336,42.0,,,42.0,333.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13805,2364-0337,45.0,,,42.0,336.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13806,2364-0338,45.0,,,42.0,336.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13807,2364-0339,45.0,,,42.0,336.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13808,2364-0341,47.0,,,45.0,340.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13809,2364-0342,47.0,,,45.0,340.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13810,2364-0343,47.0,,,45.0,340.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13811,2364-0344,48.0,,,45.0,344.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13812,2364-0345,48.0,,,45.0,344.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13813,2364-0346,48.0,,,45.0,344.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13814,2364-0347,50.0,,,45.0,344.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13815,2364-0348,50.0,,,45.0,344.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13816,2364-0349,50.0,,,45.0,344.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,4.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13817,2364-0351,40.0,16.0,,40.0,63.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13818,2364-0352,40.0,16.0,,40.0,63.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13819,2364-0353,40.0,16.0,,40.0,63.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13820,2364-0354,42.0,16.0,,40.0,63.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13821,2364-0355,42.0,16.0,,40.0,63.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13822,2364-0356,42.0,16.0,,40.0,63.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13823,2364-0357,45.0,16.0,,40.0,63.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13824,2364-0358,45.0,16.0,,40.0,63.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13825,2364-0359,45.0,16.0,,40.0,63.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13826,2364-0361,47.0,19.0,,45.0,71.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13827,2364-0362,47.0,19.0,,45.0,71.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13828,2364-0363,47.0,19.0,,45.0,71.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13829,2364-0364,48.0,19.0,,45.0,71.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13830,2364-0365,48.0,19.0,,45.0,71.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13831,2364-0366,48.0,19.0,,45.0,71.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13832,2364-0367,50.0,19.0,,45.0,71.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13833,2364-0368,50.0,19.0,,45.0,71.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13834,2364-0369,50.0,19.0,,45.0,71.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13835,2364-0371,52.0,19.0,,45.0,71.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13836,2364-0372,52.0,19.0,,45.0,71.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13837,2364-0373,52.0,19.0,,45.0,71.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13838,2364-0374,55.0,19.0,,45.0,71.0,6.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13839,2364-0375,55.0,19.0,,45.0,71.0,6.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13840,2364-0376,55.0,19.0,,45.0,71.0,6.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13841,2364-0377,58.0,22.0,,45.0,71.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13842,2364-0378,58.0,22.0,,45.0,71.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13843,2364-0379,58.0,22.0,,45.0,71.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13844,2364-0381,60.0,22.0,,45.0,71.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13845,2364-0382,60.0,22.0,,45.0,71.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13846,2364-0383,60.0,22.0,,45.0,71.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13847,2364-0384,62.0,22.0,,45.0,71.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13848,2364-0385,62.0,22.0,,45.0,71.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13849,2364-0386,62.0,22.0,,45.0,71.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13850,2364-0387,63.0,22.0,,45.0,71.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13851,2364-0388,63.0,22.0,,45.0,71.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13852,2364-0389,63.0,22.0,,45.0,71.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13853,2364-0391,65.0,22.0,,45.0,71.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13854,2364-0392,65.0,22.0,,45.0,71.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13855,2364-0393,65.0,22.0,,45.0,71.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13856,2364-0394,68.0,27.0,,50.0,80.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13857,2364-0395,68.0,27.0,,50.0,80.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13858,2364-0396,68.0,27.0,,50.0,80.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13859,2364-0397,70.0,27.0,,50.0,80.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13860,2364-0398,70.0,27.0,,50.0,80.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13861,2364-0399,70.0,27.0,,50.0,80.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13862,2364-0401,72.0,27.0,,50.0,80.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13863,2364-0402,72.0,27.0,,50.0,80.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13864,2364-0403,72.0,27.0,,50.0,80.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13865,2364-0404,75.0,27.0,,50.0,80.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13866,2364-0405,75.0,27.0,,50.0,80.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13867,2364-0406,75.0,27.0,,50.0,80.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13868,2364-0407,78.0,32.0,,50.0,80.0,8.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13869,2364-0408,78.0,32.0,,50.0,80.0,8.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13870,2364-0409,78.0,32.0,,50.0,80.0,8.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13871,2364-0411,80.0,32.0,,50.0,80.0,10.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13872,2364-0412,80.0,32.0,,50.0,80.0,10.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13873,2364-0413,80.0,32.0,,50.0,80.0,10.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13874,2364-0414,85.0,40.0,,56.0,90.0,10.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13875,2364-0415,85.0,40.0,,56.0,90.0,10.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13876,2364-0416,85.0,40.0,,56.0,90.0,10.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13877,2364-0417,90.0,40.0,,56.0,90.0,10.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13878,2364-0418,90.0,40.0,,56.0,90.0,10.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13879,2364-0419,90.0,40.0,,56.0,90.0,10.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13880,2364-0421,95.0,40.0,,56.0,90.0,10.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13881,2364-0422,95.0,40.0,,56.0,90.0,10.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13882,2364-0423,95.0,40.0,,56.0,90.0,10.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13883,2364-0424,100.0,40.0,,56.0,90.0,10.0,,,5.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13884,2364-0425,100.0,40.0,,56.0,90.0,10.0,,,15.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13885,2364-0426,100.0,40.0,,56.0,90.0,10.0,,,45.0,,Тип 2,Развертка,ГОСТ 883-80,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13886,2368-0001,32.0,13.0,21.0,36.0,22.0,6.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13887,2368-0002,34.0,13.0,21.0,36.0,22.0,6.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13888,2368-0003,35.0,13.0,21.0,36.0,22.0,6.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13889,2368-0004,36.0,16.0,27.0,40.0,22.0,8.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13890,2368-0005,38.0,16.0,27.0,40.0,22.0,8.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13891,2368-0006,40.0,16.0,27.0,40.0,22.0,8.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13892,2368-0007,42.0,16.0,27.0,40.0,22.0,10.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13893,2368-0008,44.0,16.0,27.0,40.0,22.0,10.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13894,2368-0009,45.0,16.0,27.0,40.0,22.0,10.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13895,2368-0011,46.0,19.0,32.0,45.0,25.0,10.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13896,2368-0012,48.0,19.0,32.0,45.0,25.0,10.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13897,2368-0013,50.0,19.0,32.0,45.0,25.0,10.0,,1,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13898,2368-0014,32.0,13.0,21.0,36.0,22.0,6.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13899,2368-0015,34.0,13.0,21.0,36.0,22.0,6.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13900,2368-0016,35.0,13.0,21.0,36.0,22.0,6.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13901,2368-0017,36.0,16.0,27.0,40.0,22.0,8.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13902,2368-0018,38.0,16.0,27.0,40.0,22.0,8.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13903,2368-0019,40.0,16.0,27.0,40.0,22.0,8.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13904,2368-0021,42.0,16.0,27.0,40.0,22.0,10.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13905,2368-0022,44.0,16.0,27.0,40.0,22.0,10.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13906,2368-0023,45.0,16.0,27.0,40.0,22.0,10.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13907,2368-0024,46.0,19.0,32.0,45.0,25.0,10.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13908,2368-0025,48.0,19.0,32.0,45.0,25.0,10.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13909,2368-0026,50.0,19.0,32.0,45.0,25.0,10.0,,1,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13910,2368-0027,32.0,13.0,21.0,36.0,22.0,6.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13911,2368-0028,34.0,13.0,21.0,36.0,22.0,6.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13912,2368-0029,35.0,13.0,21.0,36.0,22.0,6.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13913,2368-0031,36.0,16.0,27.0,40.0,22.0,8.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13914,2368-0032,38.0,16.0,27.0,40.0,22.0,8.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13915,2368-0033,40.0,16.0,27.0,40.0,22.0,8.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13916,2368-0034,42.0,16.0,27.0,40.0,22.0,10.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13917,2368-0035,44.0,16.0,27.0,40.0,22.0,10.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13918,2368-0036,45.0,16.0,27.0,40.0,22.0,10.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13919,2368-0037,46.0,19.0,32.0,45.0,25.0,10.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13920,2368-0038,48.0,19.0,32.0,45.0,25.0,10.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13921,2368-0039,50.0,19.0,32.0,45.0,25.0,10.0,,3,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13922,2368-0041,32.0,13.0,21.0,36.0,22.0,6.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13923,2368-0042,34.0,13.0,21.0,36.0,22.0,6.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13924,2368-0043,35.0,13.0,21.0,36.0,22.0,6.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13925,2368-0044,36.0,16.0,27.0,40.0,22.0,8.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
