index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,z,Конус_Морзе,Исполнение,fi_,Группа,Тип_инструмента,Стандарт,D_1,P,d_,Направление,B,K,Точность,D_2,l_1_,Серия,omega_,r_,D_ном.,D_1_доп.,D_2_доп.,L_1,L_2,L_3,L_3_доп.,Разряд,Тип_хвостовика,l_откл._,L_откл.,r_откл._,l_0_,k_,K_откл.,a_откл._
3344,2300-0148,,2.5,,,30.0,57.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3345,2300-0149,,2.55,,,30.0,57.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3346,2300-0150,,2.6,,,30.0,57.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3347,2300-0151,,2.65,,,30.0,57.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3348,2300-0152,,2.7,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3349,2300-0153,,2.8,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3350,2300-0154,,2.9,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3351,2300-0155,,3.0,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3352,2300-0156,,3.1,,,36.0,65.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3353,2300-0157,,3.15,,,36.0,65.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3354,2300-0158,,3.2,,,36.0,65.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3355,2300-0159,,3.3,,,36.0,65.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3356,2300-0160,,3.35,,,36.0,65.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3357,2300-0161,,3.4,,,39.0,70.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3358,2300-0162,,3.5,,,39.0,70.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3359,2300-0163,,3.6,,,39.0,70.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3360,2300-0164,,3.7,,,39.0,70.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3361,2300-0165,,3.8,,,43.0,75.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3362,2300-0166,,3.9,,,43.0,75.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3363,2300-0167,,4.0,,,43.0,75.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3364,2300-0168,,4.1,,,43.0,75.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3365,2300-0169,,4.2,,,43.0,75.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3366,2300-0170,,4.25,,,43.0,75.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3367,2300-0171,,4.5,,,47.0,80.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3368,2300-0172,,4.6,,,47.0,80.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3369,2300-0173,,4.8,,,52.0,86.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3370,2300-0174,,5.0,,,52.0,86.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3371,2300-0175,,5.1,,,52.0,86.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3372,2300-0176,,5.2,,,52.0,86.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3373,2300-0177,,5.5,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3374,2300-0178,,5.6,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3375,2300-0179,,5.7,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3376,2300-0180,,5.8,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3377,2300-0181,,6.0,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3378,2300-0182,,6.1,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3379,2300-0183,,6.2,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3380,2300-0184,,6.3,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3381,2300-0185,,6.5,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3382,2300-0186,,6.7,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3383,2300-0187,,7.0,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3384,2300-0188,,7.1,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3385,2300-0189,,7.2,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3386,2300-0190,,7.3,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3387,2300-0191,,7.5,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3388,2300-0192,,7.6,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3389,2300-0193,,7.7,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3390,2300-0194,,7.8,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3391,2300-0195,,8.0,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3392,2300-0196,,8.1,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3393,2300-0197,,8.2,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3394,2300-0198,,8.3,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3395,2300-0199,,8.4,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3396,2300-0200,,8.5,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3397,2300-0201,,8.7,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3398,2300-0202,,8.9,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3399,2300-0203,,9.0,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3400,2300-0204,,9.2,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3401,2300-0205,,9.5,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3402,2300-0206,,9.6,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3403,2300-0207,,9.7,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3404,2300-0208,,10.0,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3405,2300-0209,,10.1,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3406,2300-0210,,10.2,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3407,2300-0211,,10.4,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3408,2300-0212,,10.5,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3409,2300-0213,,10.7,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3410,2300-0214,,11.0,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3411,2300-0215,,11.2,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3412,2300-0216,,11.5,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3413,2300-0217,,11.7,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3414,2300-0218,,11.9,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3415,2300-0219,,12.0,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3416,2300-0220,,12.5,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3417,2300-0221,,12.7,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3418,2300-0222,,13.0,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3419,2300-0223,,13.2,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3420,2300-0224,,13.5,,,108.0,160.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3421,2300-0225,,13.7,,,108.0,160.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3422,2300-0226,,14.0,,,108.0,160.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3423,2300-0227,,14.25,,,114.0,169.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3424,2300-0228,,14.5,,,114.0,169.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3425,2300-0230,,15.0,,,114.0,169.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3426,2300-0231,,15.25,,,120.0,178.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3427,2300-0232,,15.4,,,120.0,178.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3428,2300-0233,,15.5,,,120.0,178.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3429,2300-0234,,16.0,,,120.0,178.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3430,2300-0235,,16.25,,,125.0,184.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3431,2300-0236,,16.5,,,125.0,184.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3432,2300-0237,,17.0,,,125.0,184.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3433,2300-0238,,17.25,,,130.0,191.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3434,2300-0239,,17.4,,,130.0,191.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3435,2300-0240,,17.5,,,130.0,191.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3436,2300-0241,,18.0,,,130.0,191.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3437,2300-0242,,18.25,,,135.0,198.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3438,2300-0243,,18.5,,,135.0,198.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3439,2300-0244,,18.75,,,135.0,198.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3440,2300-0245,,19.0,,,135.0,198.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3441,2300-0246,,19.25,,,140.0,205.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3442,2300-0247,,19.4,,,140.0,205.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3443,2300-0248,,19.5,,,140.0,205.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3444,2300-0249,,20.0,,,140.0,205.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3445,2300-0287,,0.82,,,10.0,30.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3446,2300-0288,,0.92,,,11.0,32.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3447,2300-0289,,1.05,,,12.0,34.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3448,2300-0290,,1.15,,,14.0,36.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3449,2300-0291,,1.55,,,20.0,43.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3450,2300-0292,,1.65,,,20.0,43.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3451,2300-0293,,1.85,,,22.0,46.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3452,2300-0294,,2.25,,,27.0,53.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3453,2300-0295,,2.35,,,27.0,53.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3454,2300-0296,,2.45,,,30.0,57.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3455,2300-0297,,2.75,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3456,2300-0298,,2.85,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3457,2300-0299,,2.95,,,33.0,61.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3458,2300-0300,,4.3,,,47.0,80.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3459,2300-0301,,4.4,,,47.0,80.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3460,2300-0302,,4.7,,,47.0,80.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3461,2300-0303,,4.9,,,52.0,86.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3462,2300-0304,,5.3,,,52.0,86.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3463,2300-0305,,5.4,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3464,2300-0306,,5.9,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
3465,2300-0307,,6.4,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3466,2300-0308,,6.6,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3467,2300-0309,,6.8,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3468,2300-0310,,6.9,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3469,2300-0311,,7.9,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3470,2300-0312,,8.6,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3471,2300-0313,,8.8,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3472,2300-0314,,9.1,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3473,2300-0315,,9.3,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3474,2300-0316,,9.4,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3475,2300-0317,,9.8,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3476,2300-0318,,9.9,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3477,2300-0319,,10.3,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3478,2300-0320,,10.6,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3479,2300-0321,,10.8,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3480,2300-0322,,10.9,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3481,2300-0323,,11.1,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3482,2300-0324,,11.3,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3483,2300-0325,,11.4,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3484,2300-0326,,11.8,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3485,2300-0327,,12.1,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3486,2300-0328,,12.2,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3487,2300-0329,,12.3,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3488,2300-0330,,12.4,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3489,2300-0331,,12.6,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3490,2300-0332,,12.8,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3491,2300-0333,,13.1,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3492,2300-0334,,13.3,,,108.0,160.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3493,2300-0335,,13.8,,,108.0,160.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3494,2300-0336,,14.75,,,114.0,169.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3495,2300-0337,,15.75,,,120.0,178.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3496,2300-0338,,16.75,,,125.0,184.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
3497,2300-0339,,17.75,,,130.0,191.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,"B, B1",,,,,,,,,,,,,,,,,,,,,
